ABSTRACT ID ,Title,Category,Authors,Affiliations,Keywords,ImageUrl,Background,Materials & Methods,Results,Conclusion
AA-035,THE TALE OF TWO BREASTS: SYNCHRONOUS RIGHT BREAST LYMPHOMA AND LEFT BREAST INVASIVE CARCINOMA,Case Report/Series,"Dr. Nur Haneefa binti Ahmad1, Dr. Wan Mezlina binti Wan Zakaria1, Dr. Laily Syakimah binti Saidi1, Dr. Zahurin binti Ismail1","Hospital Putrajaya, Putrajaya, Malaysia","Synchronous breast malignancies, breast lymphoma, invasive breast carcinoma, multidisciplinary breast team management.",,"Synchronous bilateral breast malignancies with different histological subtypes are exceedingly rare. The coexistence of breast lymphoma and invasive breast carcinoma presents a unique diagnostic and therapeutic challenge. We present a rare case of synchronous right breast diffuse large B-cell lymphoma (DLBCL) and left breast invasive breast carcinoma, highlighting the importance of multimodality imaging and histopathological confirmation of each lesion.","Case Presentation
 A 55-year-old woman presented with bilateral breast swelling. The left breast swelling was initially presumed to be an abscess, subsequently rupturing with persistent purulent discharge and incomplete healing.
 Mammography demonstrated bilateral suspicious breast masses with bilateral axillary lymphadenopathy (BI-RADS 5). Contrast-enhanced computed tomography of the thorax, abdomen, and pelvis revealed bilateral breast masses with mediastinal lymphadenopathy, pulmonary nodules, and osseous lesions suspicious for metastatic disease.
 Histopathology revealed two distinct malignancies. The left breast lesion was invasive breast carcinoma of no special type (Grade 2), ER-positive, PR-positive, and HER2-negative. The right breast lesion was high-grade B-cell lymphoma consistent with DLBCL, positive for CD20 and BCL2 with a Ki-67 proliferative index of 95%. Biopsy of the right axillary lymph node demonstrated metastatic carcinoma, likely originating from the contralateral breast carcinoma. The patient was subsequently referred to the Haematology team for further management of the breast lymphoma.
"," Discussion
 Breast lymphoma accounts for less than 1% of all breast malignancies, and its synchronous occurrence with invasive breast carcinoma is exceptionally uncommon. This case underscores the importance of independently evaluating bilateral breast lesions, as they may represent distinct pathological entities rather than multifocal or metastatic disease. Accurate radiological characterisation and histopathological confirmation are essential, particularly when treatment approaches differ significantly.
 Beyond establishing the diagnosis, this case highlights the pivotal role of breast imaging in multidisciplinary decision-making. The identification of two distinct malignancies altered the patient's management pathway, necessitating coordinated care involving breast radiologists, breast surgeons, pathologists, medical oncologists, and haematologists. While invasive breast carcinoma is commonly managed with a combination of surgery and receptor-directed systemic therapy, breast lymphoma is primarily treated with systemic chemo-immunotherapy. Recognising synchronous malignancies at the diagnostic stage facilitates appropriate referral pathways and enables timely initiation of disease-specific treatment. This case exemplifies the indispensable role of the multidisciplinary breast team in delivering personalised and coordinated patient care.","Synchronous breast lymphoma and invasive breast carcinoma, although rare, should be considered in patients presenting with bilateral suspicious breast lesions. Multimodality imaging and histopathological confirmation of each lesion, is crucial in avoiding diagnostic pitfalls and ensuring appropriate multidisciplinary management."
AA-036,"IDIOPATHIC GRANULOMATOUS MASTITIS MIMICKING LOCALLY
 ADVANCED BREAST MALIGNANCY: A MULTIMODALITY IMAGING
 CHALLENGE",Case Report/Series,"Sitinur Sufia Mohammad¹, Bashiron Jamaludin¹, Jolene Lee Aing Hoon¹, Lee Ling
 Yee¹, Tahrina Taaj Mohamed¹, Nur Qamariya Mohamed Iqbal¹","Department of Radiology, Hospital Pulau Pinang, George Town, Penang, Malaysia","Idiopathic granulomatous mastitis; contrast-enhanced mammography; breast
 ultrasonography; benign breast disease; hepatic haemangioma",,"Idiopathic granulomatous mastitis (IGM) is an uncommon benign chronic inflammatory
 breast condition affecting women of reproductive age. Its clinical and radiological
 features overlap with breast malignancy. We report IGM mimicking locally advanced
 malignancy, with suspicious axillary and incidental hepatic findings evaluated by
 multimodality imaging.","Case
 A 42-year-old woman presented with a three-day history of right breast pain and
 swelling. Breast ultrasonography demonstrated irregular heterogeneous hypoechoic area
 in the right upper outer quadrant and an enlarged ipsilateral axillary lymph node with
 cortical thickening. Contrast-enhanced mammography showed non-mass enhancement
 with washout and an enhancing axillary node, raising suspicion of malignancy.
 Abdominal ultrasonography identified hyperechoic and hypoechoic hepatic lesions.
 Staging computed tomography demonstrated enhancing liver lesions. Magnetic resonance
 imaging confirmed benign haemangiomas, excluding metastases. Ultrasound-guided core
 biopsy showed non-caseating granulomatous inflammation without malignancy or
 specific infection, confirming granulomatous mastitis. Oral corticosteroids resulted in
 improvement with resolution of pain and inflammatory changes.
"," Discussion
 IGM can resemble locally advanced breast cancer on ultrasonography and contrast-
 enhanced mammography. Axillary lymphadenopathy and indeterminate hepatic lesions
 may heighten concern for nodal and distant metastases. Further imaging confirmed the
 liver lesions as benign haemangiomas, avoiding their misclassification as metastatic
 disease. Nevertheless, imaging features are non-specific and cannot reliably differentiate
 IGM from malignancy.","IGM should be considered in women with inflammatory breast symptoms and suspicious
 imaging findings. Multimodality imaging helps assess disease extent and characterise
 incidental lesions, but histopathology remains essential to exclude malignancy and
 specific infection and ensure appropriate treatment."
AA-037,"INTERPRETATIVE PERFORMANCE OF DIGITAL BREAST
 TOMOSYNTHESIS IN A TERTIARY HOSPITAL",Scientific Research,"Presenting author: Dr Leong Wai Ling 1
 Co-author: Dr Lim Shu Syi 1 , Professor Dr Kartini Rahmat 1 , Dr Caroline Judy
 Westerhout 1 , Dr Wong Yee Voon 1 , Dr Shaleene Subramaniam","â  1 Universiti Malaya Research Imaging Centre (UMRIC), Department of Biomedical
 Imaging, Faculty of Medicine, Universiti Malaya","Digital Breast Tomosynthesis, Breast cancer screening, Mammography,
 Diagnostic accuracy",,"Screening mammography reduces mortality, but its sensitivity drops in dense breast
 tissue. Digital breast tomosynthesis (DBT) combined with full field digital
 mammography (FFDM) improves lesion visualization and cancer detection, especially in
 dense breasts. This study evaluated the diagnostic performance of DBT at a Malaysian
 tertiary referral center.","Methods
 This retrospective study examined 1,064 women undergoing combined DBT and FFDM
 between January and December 2019. Participants were divided into opportunistic
 screening, targeted screening and diagnostic groups. Patients with prior
 histopathologically confirmed malignancy, implants, reconstructed breasts or previous
 surgery were excluded. Images were interpreted using the standard ACR-BIRADS
 lexicon, with final categories determined after adjunct ultrasound evaluation.
 Histopathological results from biopsy were used as the reference standard to evaluate
 sensitivity, specificity and predictive values.
"," Results
 Among 392 lesions detected on tomosynthesis, 159 were confirmed malignant, yielding a
 positive predictive value (PPV) of 40.4%. Three additional ultrasound detected lesions
 brought the total to 162 malignancies, including 108 in the diagnostic group, 41 in
 opportunistic screening and 13 in targeted screening. PPV of screen-detected lesions
 presented as masses for BIRADS 4a, 4b, and 4c category were 17.8%, 35.1%, and 60.2%,
 respectively. The sensitivity, specificity, PPV and negative predictive value (NPV) of
 mass lesions was 92.5%, 84%, 87.5%, and 90.2%, respectively. The cancer detection rate
 of 3 different cohorts was the opportunistic screening group (54.5 cancers per 1,000
 screenings), the targeted screening group (112.1 cancers per 1,000 screenings), and the
  diagnostic group (484.3 cancers per 1,000 examinations). PPV3 of calcification is 59.8%,
 and asymmetry is 50%.","DBT is effective for screening and diagnostic breast imaging, improving early cancer
 detection in opportunistic screening settings in Malaysia. Multicentre prospective studies
 are recommended."
AA-038,"2D MAMMOGRAPHY INTERPRETATION: DIAGNOSTIC PERFORMANCE
 COMPARING ARTIFICIAL INTELLIGENCE WITH RADIOLOGISTS",Scientific Research,"Siti Naqiiah Saari, Suraya A Aziz","Radiology Department Faculty of Medicine Hospital Canselor Tuanku Muhriz
 Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia","Artificial intelligence; Mammography; Breast cancer; Diagnostic
 performance; Radiologists",,"Breast cancer is the most common malignancy among women worldwide and early
 detection through mammographic screening is essential for reducing mortality. Artificial
 intelligence (AI) has emerged as a potential adjunct to radiologists in mammography
 interpretation. This study aimed to evaluate the diagnostic performance of an AI system
 in breast cancer detection on two-dimensional (2D) mammography and compare its
 performance with radiologists","Methods
A cross-sectional study was conducted using 212 anonymised 2D mammography cases from a tertiary healthcare centre. Histopathological examination served as the gold standard. Mammograms were analysed using an AI software platform and independently reviewed by two radiologists. Diagnostic performance was assessed using sensitivity, specificity, positive predictive value (PPV), negative predictive value (NPV), and receiver operating characteristic (ROC) curve analysis. Agreement between AI and radiologists was assessed using Cohen’s kappa coefficient. ","Results
The AI system achieved a sensitivity of 88.9%, specificity of 78.7%, PPV of 75.5%, and NPV of 90.6%. ROC analysis demonstrated excellent discriminatory performance, with an AUC of 0.903 (95% CI: 0.860–0.945; p < 0.001). Reader 1 achieved a sensitivity of 90.0%, specificity of 87.0%, PPV of 72.0%, and NPV of 95.9%, while Reader 2 achieved a sensitivity of 89.5%, specificity of 83.0%, PPV of 65.4%, and NPV of 95.7%. Agreement between AI and Reader 1 was substantial (Cohen’s κ = 0.62), while agreement between AI and Reader 2 was moderate (κ = 0.58). Both radiologists demonstrated higher specificity and NPV than AI, whereas AI showed the highest PPV.","AI demonstrated excellent diagnostic performance for breast cancer detection on 2D
 mammography, with sensitivity comparable to both radiologists. Despite radiologists
 demonstrating higher specificity and NPV, AI showed moderate-to-substantial agreement
 with radiologist interpretation and may serve as a valuable adjunct to support
 mammography interpretation and improve screening efficiency."
AA-039,"When a recurrent breast abscess is not just an abscess: Imaging clues to chronic
 granulomatous mastitis",Case Report/Series,"Azura Sharena Yahaya, MDÂ¹Ë’Â², Brig Gen Fazil Ibrahim, MDÂ², Col Roslina Razak, MDÂ²,
 Maj Nor Hakimah Husain, MDÂ², Col Ananth Kumar Marutha Muthu, MDÂ³","¹ Radiology Unit, Faculty of Medicine and Health Defence, National Defence University
 of Malaysia (UPNM), Kuala Lumpur, Malaysia
 ² Department of Diagnostic Imaging, Tuanku Mizan Armed Forces Hospital, Kuala
 Lumpur, Malaysia
 ³ Department of Pathology, Tuanku Mizan Armed Forces Hospital, Kuala Lumpur,
 Malaysia","Chronic granulomatous mastitis, breast ultrasound, breast abscess, core
 needle biopsy, breast imaging",,"Chronic granulomatous mastitis (CGM) is a rare benign inflammatory breast disease with
 an estimated incidence of 2.4 per 100,000 women. Because its clinical and imaging
 features frequently mimic breast carcinoma, radiologists play a crucial role in recognizing
 suspicious imaging patterns and directing appropriate image-guided biopsy.","Case Presentation
 A 36-year-old non-lactating woman presented with a painful left breast lump that
 progressed to recurrent breast abscesses over one year despite repeated antibiotic therapy
 and ultrasound-guided aspirations. Initial ultrasound demonstrated an irregular
 hypoechoic mass with posterior acoustic shadowing, raising suspicion for malignancy.
 Follow-up ultrasound revealed progression into an irregular hypoechoic lesion with
 characteristic finger-like tubular extensions tracking between breast lobules, associated
 with multiloculated abscess collections. Given the persistent suspicious imaging findings,
 ultrasound-guided core needle biopsy targeted the viable solid component of the lesion.
 Histopathological examination confirmed chronic granulomatous mastitis, demonstrating
non-caseating granulomatous inflammation with multinucleated giant cells and mixed
 inflammatory infiltrates without atypia or acid-fast bacilli. The patient was managed
 conservatively with corticosteroid therapy, with serial ultrasound demonstrating gradual
 resolution of the inflammatory collections.
"," Discussion
 CGM has no pathognomonic imaging appearance and frequently overlaps with breast
 malignancy. However, irregular hypoechoic lesions with interconnected tubular or finger-
 like extensions and associated abscesses should raise suspicion for CGM, particularly in
 young non-lactating women with recurrent mastitis unresponsive to antibiotics.
 Ultrasound is invaluable for lesion characterization and guiding core biopsy of viable
 inflammatory tissue while avoiding liquefied necrotic areas, enabling accurate diagnosis
 and exclusion of malignancy. As recurrence is common and rare cases of coexisting
 breast carcinoma have been reported, long-term clinical and imaging surveillance is
 recommended until complete resolution.","Recognizing the evolving ultrasound pattern of CGM can shift the pathway from repeated
 abscess treatment to tissue diagnosis, guide conservative management, and monitor
 resolutionâ€”while avoiding unnecessary surgery for a benign condition mimicking breast
 carcinoma."
AA-040,"CHASING THE SHADOWS OF BEAUTY : A CASE STUDY OF EXTENSIVE
 BREAST FILLERS MIGRATION",Case Report/Series,"Amirah AzhamÂ¹, Su Fang TanÂ², Asiah Zukifly ApandiÂ³, Wan Mezlina 4","¹Hospital Putrajaya, Putrajaya, Malaysia","Breast, Fillers",,"Breast augmentation has becoming a popular cosmetic procedure worldwide.
 Several techniques of breast augmentation are available in the market, including: implants, fat
 grafting, flap surgery, and injectable fillers. Among these options, injectable fillers have
 progressively increased their uses and notoriety due to the minimally invasive. Migration of
 breast fillers beyond the intended injection site would be one of the possible complications,
 and this poses challenges in diagnosis and management. This case highlights a post-filler
 injection granuloma with extensive migration of filler material beyond the breast, involving
 the chest and abdominal walls..","Case Presentation: A 29 year-old lady presented with asymmetry right abdominal swelling
 two years post breast-filler injection. The body disfigurement also causes her mood instability
 and affect the family dynamic. Physical examination revealed palpable fullness over the right
 abdomen, no overlying skin changes. Magnetic resonance imaging (MRI) reveals
 innumerable nodules of varying sizes scattered throughout the visualized breast parenchyma.
 These nodules shows T1W hypointense, T2W/STIR hyperintense and which returns silicone
 signal intensities in keeping with silicone component, no significant enhancement post
 contrast. Multiple nodules of similar appearance seen in the right anterior chest wall, tracking
 inferiorly into the right anterior abdominal wall and right inguinal region, largest at the right
 anterior abdominal wall, measuring 2.4x6.0x4.5cm(APxWxCC).
"," Discussion: Breast filler migration is an uncommon complication. Recognition of the
 characteristic silicone signal and migration pattern in MRI is important to differentiate
 migrated filler from infection, fat necrosis and malignancy, and to avoid unnecessary
 intervention. Extensive migration may cause significant cosmetic and psychological
 morbidity, highlighting the need for individualized management through a multidisciplinary
 approach.","Breast filler migration is potentially significant complication of cosmetic breast
 augmentation procedures. Knowledge of the radiologic characteristics and migration patterns
 of gel fillers and their related complications is useful for making an accurate diagnosis."
AA-041,INFECTION IN DISGUISE: MULTIMODALITY IMAGING OF A NIPPLE ABSCESS MIMICKING BREAST CANCER.,Case Report/Series,"Roudhotul Nadiah MH1, Thulashini KM2, Nazimah AM1
 
 , Aswini BK3","1 Department of Radiology, Faculty of Medicine, Universiti Teknologi MARA, Sungai
 
 Buloh, Selangor, Malaysia.
 
 2 Department of Radiology, Hospital Selayang, Selangor, Malaysia.
 3 Department of Pathology, Hospital Selayang, Selangor, Malaysia.",CEM; Abscess; Breast biopsy; Neoplasm,,"Non-puerperal retro-areolar abscess is a relatively uncommon inflammatory condition of
 the breast. This case highlights the remarkable overlap between the imaging features of
 nipple abscess and breast carcinoma, which leads to an initial suspicion of malignancy.
 Histopathological examination shows changes consistent with an abscess, with fungal
 yeast, establishing an infective rather than malignant etiology. This case underscores the
 importance of integrating clinical findings, multimodality imaging, and histopathological
 assessment to establish the correct diagnosis.","Case Presentation
 A 55-year-old woman with a history of total abdominal hysterectomy and bilateral
 salpingo-oophorectomy (TAHBSO) for uterine fibroids presented with a painful right
 retro-areolar lump of three weeks' duration. She denied fever or preceding trauma. She
 was referred to the Breast Imaging Unit as an urgent case via Pink Ribbon Clinic. The
 primary surgeon was worried that this may be a suspicious lesion for malignancy. This
 prompted triple assessment using CEM as the primary modality. Contrast-enhanced
 mammography (CEM) demonstrated a heterogeneously enhancing right retro-areolar
 lesion. Targeted ultrasound showed a corresponding, indeterminate solid retro-areolar
 lesion with peripheral vascularity.
 Ultrasound-guided core biopsy revealed acute-on-chronic inflammatory infiltrates with
 microabscess formation. Periodic acidâ€“Schiff (PAS) and Grocottâ€“Gomori methenamine
 silver (GMS) stains demonstrated budding yeast, with no evidence of malignancy.
 Following a one-week course of oral antibiotics, repeat ultrasound showed interval
 reduction in lesion size with partial liquefaction, and the patient reported clinical
 improvement.
"," Discussion
 This case illustrates that a non-puerperal retro-areolar abscess can closely mimic breast
 carcinoma on multimodality imaging. Histopathological examination was essential for
 excluding malignancy and establishing diagnosis. The presence of budding yeast on PAS
 and GMS stains highlights an uncommon infective finding and emphasises the
 importance of clinicopathological correlation. Close collaboration between radiologists,
 breast surgeons, and pathologists is essential for accurate diagnosis, appropriate
 management and ensures that occult breast malignancy is not overlooked.","Awareness of this rare radiological mimic and the integration of clinical, imaging,
 microbiological, and pathological findings are essential for achieving an accurate
 diagnosis, guiding appropriate management, avoiding unnecessary treatment, and
 ensuring timely exclusion of underlying breast cancer."
AA-042,"A RANDOMISED CONTROLLED TRIAL COMPARING HIGH-DOSE VERSUS LOW-
 DOSE WEIGHT ADJUSTED STEROID REGIMEN IN THE TREATMENT OF
 IDIOPATHIC GRANULOMATOUS MASTITIS",Scientific Research,"Tee Shi TingÂ¹, Loy Yuan LingÂ¹, Tania IslamÂ¹, Joanne Aisha MosiunÂ¹, Aminnur Hafiz Bin
 Maliki 2 , Suniza JamarisÂ¹","¹Universiti Malaya Medical Centre, Kuala Lumpur, Malaysia
 2 Miri General Hospital, Sarawak, Malaysia","Idiopathic granulomatous mastitis, Prednisolone, Corticosteroids, Benign breast
 disease, Randomised controlled trial",,"Idiopathic granulomatous mastitis (IGM) is a rare, chronic inflammatory breast disease
 predominantly affecting women of reproductive age. Corticosteroids remain the first line
 preferable breast-conserving oral option; however, the optimal dosing regimen remains
 undefined across practices. The trial was designed to compare the rate of complete clinical
 resolution (CCR) of IGM at ten weeks between high-dose and low-dose regimen, while
 evaluating which regimen provides a more favourable safety profile.","Methods
 A multicentre, single-blinded randomised controlled trial was conducted across five centres in
 Malaysia, recruiting patients with histologically confirmed IGM over two years. Baseline data on
 demographic characteristics, clinical signs and symptoms, inflammatory markers and ultrasound
 characteristics were collected. The primary objective was CCR at 10 weeks. Secondary
 objectives include radiological resolution and safety profile comparison.
"," Results
 36 patients were randomised 1:1 to high-dose (1.0 mg/kg/day, n=18) or low-dose prednisolone
 (0.5 mg/kg/day, n=18), with standardised fortnightly dose reduction over 10 weeks with
 confirmed baseline comparability between arms. CCR was achieved in 17 (94.4%) patients in
 low-dose versus 13 (72.2%) in high-dose arm (p=0.072). Treatment failure occurred exclusively
 in the high-dose arm (22.2% vs 0%). Median time to CCR was six weeks in both arms
 (p=0.192). Complete radiological resolution was numerically superior in the low-dose arm
 (38.9% vs 22.2%, p=0.114), indicating a possible radiological lag beyond the 10-week endpoint.
 One adverse event was recorded in high-dose and none in low-dose arm (p=1.000).","The low-dose arm demonstrated a consistently favourable clinical response profile, compared to
 high-dose arm. From a clinical standpoint, these findings do not support routine dose initiation at
 1.0 mg/kg/day. Low-dose prednisolone is identified as the preferred first-line regimen in IGM,
 pending confirmation in larger trials."
AA-043,"COMPARISON OF DIAGNOSTIC ACCURACY BETWEEN CONTRAST ENHANCED
 MAMMOGRAPHY AND CONTRAST ENHANCED MRI IN HOSPITAL KUALA
 LUMPUR",Scientific Research,"Sri Arun M, Victor CXD, Shantini A, Rohafiza M","Radiology Department, Hospital Kuala Lumpur, Kuala Lumpur, Malaysia",CEM vs MRI,,"Contrast-enhanced breast MRI is an established imaging modality for problem-solving and
 preoperative assessment but is limited by cost, examination time, contraindications, and
 availability. Contrast-enhanced mammography (CEM) has emerged as a potential alternative
 with shorter examination time and wider accessibility. However, data directly comparing CEM
 with breast MRI in the Malaysian population remain limited.","Methodology
 Patients who underwent both CE-MRI and CSM during the study period were evaluated. Their
 images were evaluated by breast radiologists and lesions were evaluated using BI-RADS scoring
 system. BI-RADS IV(Suspicious) and V(Highly suspicious) lesions were biopsied and the
 findings of CE-MRI and CSM were compared with the histopathological report.
"," Results
 Results of this study showed comparable results between both CEM and CE-MRI. However,
 there is significant difference in terms of patientâ€™s ease and machine availability.","CEM demonstrated diagnostic performance comparable to CE-MRI in our cohort and may serve
 as an alternative imaging modality in selected clinical settings, particularly where MRI
 availability or cost is a limiting factor."
AA-044,A TALE OF TWO DENSITIES: ADJACENT GIANT BREAST MASSES WITH  DISCORDANT MAMMOGRAPHIC FEATURES,Case Report/Series,"Mohamad Azwan AWÂ¹, Zubaidah M 1 , Siti Kamariah CMÂ¹, Radhiana H 1 , Noor Ezmas M 2","¹ Department of Radiology, Sultan Ahmad Shah Medical Centre @IIUM, Kuantan,
 Pahang, Malaysia.
 2 Department of Surgery, Sultan Ahmad Shah Medical Centre @IIUM, Kuantan, Pahang,
 Malaysia.",Giant breast masses; Mammography; Discordant density; Fibroadenoma.,,"Giant breast masses pose a significant diagnostic challenge, particularly when presenting
 with highly discordant imaging characteristics. We report an unusual mammographic
 presentation of two adjacent giant right breast masses exhibiting markedly distinct
 densities in a patient with a history of a previously excised fibroadenoma.","Case Presentation
 A 61-year-old woman presented with a right breast lump that had been stable since 2014
 but demonstrated rapid enlargement over the preceding 6 months. Her surgical history
 included a right breast lumpectomy in 2009 for a histologically proven fibroadenoma.
 Mammography revealed two large, well-circumscribed right breast masses with
 discordant densities, which collectively caused gross distortion of the breast contour and
 flattening of the nipple. The posterior mass was predominantly of soft-tissue density. In
 contrast, the adjacent retroareolar mass was fat-dominant, with extensive, coarse linear
 and branching calcifications. Neither skin thickening nor suspicious axillary
 lymphadenopathy was identified. Ultrasound confirmed corresponding large masses with
 differing echogenicities and internal vascularity.
 Primary diagnostic considerations included giant fibroadenoma and breast hamartoma,
 with phyllodes tumour and giant postsurgical fat necrosis as the differentials. Ultrasound-
 guided core needle biopsies were performed for definitive radiological-pathological
 correlation, targeting both the soft-tissue mass and the fat-containing mass with
 calcification. Histopathological results are currently pending.
 ","
 Discussion
 The coexistence of two adjacent giant breast masses with contrasting imaging
 characteristics; specifically, a soft-tissue-density mass abutting a fat-dominant mass with
 prominent branching calcifications presents an unusual diagnostic challenge. Recognition
 of these atypical imaging findings and targeted sampling of each distinct radiological
 component is important to ensure precise pathological correlation and guide
 multidisciplinary management.","This case highlights a rare presentation of adjacent giant breast masses with discordant
 imaging characteristics. It emphasizes the critical role of recognizing atypical imaging
 features and obtaining representative, multi-site tissue samples to avoid diagnostic pitfalls
 and ensure accurate patient care."
AA-045,THE NEED FOR SPEED: ULTRAFAST BREAST MRI FOR SCREENING,Educational Exhibit,"Yee Voon, WONGÂ¹; Shaleene, SUBRAMANIAMÂ¹; Wai Ling, LEONGÂ¹; Caroline,
 WESTERHOUTÂ¹; Kartini, RAHMATÂ¹","Department of Biomedical Imaging, Faculty of Medicine, Universiti Malaya, 50603 Kuala
 Lumpur, Malaysia
 Keywords: Ultrafast MRI, Breast Cancer Screening, Dynamic Contrast-Enhanced MRI,
 Maximum Slope, Breast Imaging","Ultrafast MRI, Breast Cancer Screening, Dynamic Contrast-Enhanced MRI,
 Maximum Slope, Breast Imaging",,"Learning Objectives
 — To describe the technical principles of ultrafast breast MRI and how it differs from
 conventional dynamic contrast-enhanced (DCE) MRI kinetics.
 — To illustrate the clinical utility of ultrafast MRI through representative case examples
 encountered during a breast MRI screening programme at a single tertiary centre.
 — To compare the sensitivity and specificity of ultrafast versus conventional breast MRI
 and discuss the implications for screening workflow.","Content Organisation
 This pictorial review begins with the rationale for breast MRI screening in Malaysia, where
 breast cancer remains the leading cancer among women. It then outlines the technical basis of
 ultrafast MRI, contrasting its high temporal resolution (images every 2â€“10 seconds) with
 conventional DCE-MRI (every 60â€“120 seconds). Findings from our institutionâ€™s 2025 screening
 experience, comprising 109 breast MRI examinations, are presented, comparing sensitivity and
 specificity between ultrafast and conventional MRI, followed by illustrative cases spanning
 invasive carcinoma, dense breasts, filler injections and nipple discharge, correlating imaging  findings with histopathology.
"," Key Teaching Points
 Ultrafast MRI captures early contrast kinetics reflecting tumour vascularity, shortening
 acquisition time while preserving diagnostic performance. Among the 109 screening breast MRIs
 performed at our centre in 2025, conventional MRI showed higher sensitivity, detecting almost
 all cancers but with more false positives, whereas ultrafast MRI showed slightly lower sensitivity
 but higher specificity, better excluding benign lesions and reducing unnecessary biopsies. This
 balance of speed, accuracy and fewer false positives supports its role as a screening tool. Case
 examples further illustrate its value in dense breasts post-filler and breast cancer imaging,
 offering faster imaging than conventional sequences while maintaining diagnostic accuracy.","Ultrafast breast MRI offers a fast, accurate and scalable adjunct to conventional breast MRI,
 improving diagnostic confidence while supporting efficient, patient-centred breast cancer
 screening."
AA-046,"POST-TREATMENT GRANULOMATOUS INFLAMMATION MIMICKING
 LOCAL BREAST CANCER RECURRENCE: THE VALUE OF
 MULTIDISCIPLINARY RADIOLOGIC-PATHOLOGIC CORRELATION",Case Report/Series,"Reihana ZahraÂ¹, Windu Cahyaningrum Handayani Notonagoro Suryaningrat 2 , Rahmi
 
 Afifi 2 , Sawitri Darmiati","1 Radiology Residency Program, Faculty of Medicine Universitas Indonesia - Dr. Cipto
 
 Mangunkusumo National Referral Hospital, Jakarta, Indonesia
 2 Division of Woman&#39;s Imaging, Department of Radiology, Faculty of Medicine
 Universitas Indonesia - Dr. Cipto Mangunkusumo National Referral Hospital, Jakarta,
 
 Indonesia
 
 3 Department of Radiology, Faculty of Medicine Universitas Indonesia, Jakarta, Indonesia","Breast cancer, granulomatous inflammation, local recurrence, post-treatment
 changes, multimodality imaging",,"Post-treatment breast abnormalities may closely mimic local recurrence, creating a
 diagnostic and management challenge in breast cancer survivors. Granulomatous
 inflammatory reactions are uncommon benign mimics that may demonstrate suspicious
 clinical and imaging features. Accurate distinction requires integration of imaging,
 pathology, treatment history, and longitudinal assessment.","Case Presentation
 A woman with right breast cancer underwent breast-conserving surgery followed by
 adjuvant radiotherapy and endocrine therapy. During surveillance, she developed
 erythema and firmness of the treated breast. Contrast-enhanced CT demonstrated a 4.1-
 cm ill-defined heterogeneous irregular lesion in the superomedial right breast, suspicious
 for local recurrence. Targeted ultrasonography showed an irregular heterogeneous
 hypoechoic lesion with posterior shadowing, perilesional vascularity, and surrounding
 skin-subcutaneous edema, without suspicious regional lymphadenopathy. Core biopsy
 revealed treatment-related changes with chronic foreign-body granulomatous
 inflammation and no residual tumor. Follow-up CT showed interval reduction of the
 lesion to 3.1 cm, with no suspicious regional lymphadenopathy and accompanying
 clinical improvement.
"," Discussion
  This case highlights the value of multimodality and multidisciplinary assessment in the
 treated breast. CT may assess regional and distant disease but should be complemented
 by dedicated breast imaging such as mammography and ultrasound, with MRI serving as
 a problem-solving tool when findings remain equivocal. Correlation with the original
 tumor location, surgical bed, resection margins, and pathology is essential to distinguish
 recurrence from post-treatment changes. Temporal evolution and radiologicâ€“pathologic
 concordance should guide further management.","A structured multidisciplinary approach combining treatment history, dedicated imaging,
 histopathology, nodal assessment, and temporal evolution can distinguish recurrence
 from benign post-treatment mimics, preventing over staging and unnecessary escalation
 of oncologic therapy."
